Wagon ID,Symbol,Type,Owner
150989,D,Open,NRZ
151001,D,Open,NRZ
151014,D,Open,NRZ
151027,D,Open,NRZ
151030,D,Open,NRZ
151043,D,Open,NRZ
151056,D,Open,NRZ
151069,D,Open,NRZ
151072,D,Open,NRZ
151085,D,Open,NRZ
151098,D,Open,NRZ
151108,D,Open,NRZ
151111,D,Open,NRZ
151137,D,Open,NRZ
151140,D,Open,NRZ
151153,D,Open,NRZ
151166,D,Open,NRZ
151182,D,Open,NRZ
151195,D,Open,NRZ
151205,D,Open,NRZ
151218,D,Open,NRZ
151221,D,Open,NRZ
151234,D,Open,NRZ
151247,D,Open,NRZ
151250,D,Open,NRZ
151263,D,Open,NRZ
151276,D,Open,NRZ
151289,D,Open,NRZ
151292,D,Open,NRZ
151315,D,Open,NRZ
151328,D,Open,NRZ
151331,D,Open,NRZ
151344,D,Open,NRZ
151357,D,Open,NRZ
151386,D,Open,NRZ
151399,D,Open,NRZ
151409,D,Open,NRZ
151412,D,Open,NRZ
151425,D,Open,NRZ
151438,D,Open,NRZ
151441,D,Open,NRZ
151467,D,Open,NRZ
151470,D,Open,NRZ
151483,D,Open,NRZ
151496,D,Open,NRZ
151506,D,Open,NRZ
151519,D,Open,NRZ
151522,D,Open,NRZ
151535,D,Open,NRZ
151548,D,Open,NRZ
151551,D,Open,NRZ
151564,D,Open,NRZ
151577,D,Open,NRZ
151580,D,Open,NRZ
151593,D,Open,NRZ
151603,D,Open,NRZ
151616,D,Open,NRZ
151629,D,Open,NRZ
151632,D,Open,NRZ
151645,D,Open,NRZ
151661,D,Open,NRZ
151674,D,Open,NRZ
151687,D,Open,NRZ
151690,D,Open,NRZ
151700,D,Open,NRZ
151713,D,Open,NRZ
151726,D,Open,NRZ
151739,D,Open,NRZ
151742,D,Open,NRZ
151755,D,Open,NRZ
151768,D,Open,NRZ
151771,D,Open,NRZ
151797,D,Open,NRZ
151807,D,Open,NRZ
151810,D,Open,NRZ
151823,D,Open,NRZ
151849,D,Open,NRZ
151852,D,Open,NRZ
151865,D,Open,NRZ
151878,D,Open,NRZ
151881,D,Open,NRZ
151894,D,Open,NRZ
151904,D,Open,NRZ
151917,D,Open,NRZ
151920,D,Open,NRZ
151962,D,Open,NRZ
151975,D,Open,NRZ
151988,D,Open,NRZ
151991,D,Open,NRZ
152000,D,Open,NRZ
152013,D,Open,NRZ
152026,D,Open,NRZ
152039,D,Open,NRZ
152042,D,Open,NRZ
152068,D,Open,NRZ
152071,D,Open,NRZ
152084,D,Open,NRZ
152097,D,Open,NRZ
152107,D,Open,NRZ
152110,D,Open,NRZ
152123,D,Open,NRZ
152136,D,Open,NRZ
152149,D,Open,NRZ
152152,D,Open,NRZ
152165,D,Open,NRZ
152178,D,Open,NRZ
152204,D,Open,NRZ
152217,D,Open,NRZ
152220,D,Open,NRZ
152233,D,Open,NRZ
152246,D,Open,NRZ
152259,D,Open,NRZ
152275,D,Open,NRZ
152288,D,Open,NRZ
152291,D,Open,NRZ
152301,D,Open,NRZ
152314,D,Open,NRZ
152327,D,Open,NRZ
152330,D,Open,NRZ
152343,D,Open,NRZ
152356,D,Open,NRZ
152372,D,Open,NRZ
152408,D,Open,NRZ
152411,D,Open,NRZ
152424,D,Open,NRZ
152437,D,Open,NRZ
152440,D,Open,NRZ
152453,D,Open,NRZ
152466,D,Open,NRZ
152479,D,Open,NRZ
152482,D,Open,NRZ
152495,D,Open,NRZ
152505,D,Open,NRZ
152521,D,Open,NRZ
152534,D,Open,NRZ
152547,D,Open,NRZ
152563,D,Open,NRZ
152576,D,Open,NRZ
152589,D,Open,NRZ
152592,D,Open,NRZ
152615,D,Open,NRZ
152628,D,Open,NRZ
152631,D,Open,NRZ
152644,D,Open,NRZ
152657,D,Open,NRZ
152660,D,Open,NRZ
152686,D,Open,NRZ
152709,D,Open,NRZ
152725,D,Open,NRZ
152738,D,Open,NRZ
152741,D,Open,NRZ
152754,D,Open,NRZ
152767,D,Open,NRZ
152783,D,Open,NRZ
152796,D,Open,NRZ
152819,D,Open,NRZ
152835,D,Open,NRZ
152851,D,Open,NRZ
152864,D,Open,NRZ
152877,D,Open,NRZ
152880,D,Open,NRZ
152903,D,Open,NRZ
152916,D,Open,NRZ
152929,D,Open,NRZ
152932,D,Open,NRZ
152945,D,Open,NRZ
152961,D,Open,NRZ
152974,D,Open,NRZ
152990,D,Open,NRZ
153009,D,Open,NRZ
153012,D,Open,NRZ
153038,D,Open,NRZ
153041,D,Open,NRZ
153054,D,Open,NRZ
153067,D,Open,NRZ
153070,D,Open,NRZ
153083,D,Open,NRZ
153096,D,Open,NRZ
153106,D,Open,NRZ
153119,D,Open,NRZ
153122,D,Open,NRZ
153135,D,Open,NRZ
153148,D,Open,NRZ
153151,D,Open,NRZ
153164,D,Open,NRZ
153177,D,Open,NRZ
153193,D,Open,NRZ
153203,D,Open,NRZ
153216,D,Open,NRZ
153229,D,Open,NRZ
153245,D,Open,NRZ
153258,D,Open,NRZ
153274,D,Open,NRZ
153287,D,Open,NRZ
153290,D,Open,NRZ
153300,D,Open,NRZ
153313,D,Open,NRZ
153339,D,Open,NRZ
153342,D,Open,NRZ
153355,D,Open,NRZ
153368,D,Open,NRZ
153371,D,Open,NRZ
153384,D,Open,NRZ
153397,D,Open,NRZ
153407,D,Open,NRZ
153410,D,Open,NRZ
153436,D,Open,NRZ
153449,D,Open,NRZ
153452,D,Open,NRZ
153465,D,Open,NRZ
153478,D,Open,NRZ
153481,D,Open,NRZ
153494,D,Open,NRZ
153504,D,Open,NRZ
153517,D,Open,NRZ
153520,D,Open,NRZ
153533,D,Open,NRZ
153546,D,Open,NRZ
153559,D,Open,NRZ
153562,D,Open,NRZ
153575,D,Open,NRZ
153588,D,Open,NRZ
153591,D,Open,NRZ
153601,D,Open,NRZ
153614,D,Open,NRZ
153627,D,Open,NRZ
153737,D,Open,NRZ
153740,D,Open,NRZ
153753,D,Open,NRZ
153766,D,Open,NRZ
153779,D,Open,NRZ
153782,D,Open,NRZ
153795,D,Open,NRZ
153805,D,Open,NRZ
153818,D,Open,NRZ
153821,D,Open,NRZ
153847,D,Open,NRZ
153850,D,Open,NRZ
153863,D,Open,NRZ
153876,D,Open,NRZ
153892,D,Open,NRZ
153915,D,Open,NRZ
153928,D,Open,NRZ
153944,D,Open,NRZ
153960,D,Open,NRZ
153973,D,Open,NRZ
153986,D,Open,NRZ
153999,D,Open,NRZ
154008,D,Open,NRZ
154011,D,Open,NRZ
154024,D,Open,NRZ
154037,D,Open,NRZ
154053,D,Open,NRZ
154066,D,Open,NRZ
154079,D,Open,NRZ
154082,D,Open,NRZ
154095,D,Open,NRZ
154105,D,Open,NRZ
154118,D,Open,NRZ
154121,D,Open,NRZ
154134,D,Open,NRZ
154147,D,Open,NRZ
154150,D,Open,NRZ
154163,D,Open,NRZ
154176,D,Open,NRZ
154189,D,Open,NRZ
154192,D,Open,NRZ
154202,D,Open,NRZ
154215,D,Open,NRZ
154228,D,Open,NRZ
154231,D,Open,NRZ
154244,D,Open,NRZ
154257,D,Open,NRZ
154260,D,Open,NRZ
154273,D,Open,NRZ
154286,D,Open,NRZ
154299,D,Open,NRZ
154309,D,Open,NRZ
154325,D,Open,NRZ
154338,D,Open,NRZ
154341,D,Open,NRZ
154354,D,Open,NRZ
154367,D,Open,NRZ
154370,D,Open,NRZ
154383,D,Open,NRZ
154396,D,Open,NRZ
154406,D,Open,NRZ
154422,D,Open,NRZ
154448,D,Open,NRZ
154451,D,Open,NRZ
154464,D,Open,NRZ
154480,D,Open,NRZ
154493,D,Open,NRZ
154503,D,Open,NRZ
154529,D,Open,NRZ
154532,D,Open,NRZ
154545,D,Open,NRZ
154558,D,Open,NRZ
154561,D,Open,NRZ
154574,D,Open,NRZ
154587,D,Open,NRZ
154590,D,Open,NRZ
154600,D,Open,NRZ
154613,D,Open,NRZ
154626,D,Open,NRZ
154642,D,Open,NRZ
154655,D,Open,NRZ
154668,D,Open,NRZ
154671,D,Open,NRZ
154684,D,Open,NRZ
154697,D,Open,NRZ
154707,D,Open,NRZ
154710,D,Open,NRZ
154736,D,Open,NRZ
154749,D,Open,NRZ
154752,D,Open,NRZ
154765,D,Open,NRZ
154778,D,Open,NRZ
154781,D,Open,NRZ
154794,D,Open,NRZ
154804,D,Open,NRZ
154817,D,Open,NRZ
154820,D,Open,NRZ
154833,D,Open,NRZ
154859,D,Open,NRZ
154862,D,Open,NRZ
154875,D,Open,NRZ
154888,D,Open,NRZ
154901,D,Open,NRZ
154914,D,Open,NRZ
154927,D,Open,NRZ
154930,D,Open,NRZ
154943,D,Open,NRZ
154956,D,Open,NRZ
154969,D,Open,NRZ
154972,D,Open,NRZ
154985,D,Open,NRZ
154998,D,Open,NRZ
155010,D,Open,NRZ
155023,D,Open,NRZ
155036,D,Open,NRZ
155049,D,Open,NRZ
155052,D,Open,NRZ
155081,D,Open,NRZ
155094,D,Open,NRZ
155104,D,Open,NRZ
155117,D,Open,NRZ
155120,D,Open,NRZ
155133,D,Open,NRZ
155146,D,Open,NRZ
155159,D,Open,NRZ
155162,D,Open,NRZ
155175,D,Open,NRZ
155188,D,Open,NRZ
155191,D,Open,NRZ
155201,D,Open,NRZ
155214,D,Open,NRZ
155227,D,Open,NRZ
155230,D,Open,NRZ
155243,D,Open,NRZ
155256,D,Open,NRZ
155269,D,Open,NRZ
155272,D,Open,NRZ
155285,D,Open,NRZ
155298,D,Open,NRZ
155308,D,Open,NRZ
155311,D,Open,NRZ
155324,D,Open,NRZ
155337,D,Open,NRZ
155353,D,Open,NRZ
155366,D,Open,NRZ
155379,D,Open,NRZ
155382,D,Open,NRZ
155395,D,Open,NRZ
155405,D,Open,NRZ
155418,D,Open,NRZ
155421,D,Open,NRZ
155434,D,Open,NRZ
155447,D,Open,NRZ
155450,D,Open,NRZ
155463,D,Open,NRZ
155489,D,Open,NRZ
155515,D,Open,NRZ
155528,D,Open,NRZ
155544,D,Open,NRZ
155560,D,Open,NRZ
155573,D,Open,NRZ
155586,D,Open,NRZ
155599,D,Open,NRZ
155609,D,Open,NRZ
155625,D,Open,NRZ
155638,D,Open,NRZ
155654,D,Open,NRZ
155667,D,Open,NRZ
155670,D,Open,NRZ
155683,D,Open,NRZ
155719,D,Open,NRZ
155722,D,Open,NRZ
155735,D,Open,NRZ
155748,D,Open,NRZ
155751,D,Open,NRZ
155764,D,Open,NRZ
155777,D,Open,NRZ
155780,D,Open,NRZ
155793,D,Open,NRZ
155803,D,Open,NRZ
155816,D,Open,NRZ
155829,D,Open,NRZ
155832,D,Open,NRZ
155845,D,Open,NRZ
155858,D,Open,NRZ
155861,D,Open,NRZ
155874,D,Open,NRZ
155887,D,Open,NRZ
155890,D,Open,NRZ
155900,D,Open,NRZ
155913,D,Open,NRZ
155939,D,Open,NRZ
155942,D,Open,NRZ
155955,D,Open,NRZ
155968,D,Open,NRZ
155971,D,Open,NRZ
155984,D,Open,NRZ
155997,D,Open,NRZ
156006,D,Open,NRZ
156019,D,Open,NRZ
156022,D,Open,NRZ
156035,D,Open,NRZ
156048,D,Open,NRZ
156051,D,Open,NRZ
156064,D,Open,NRZ
156080,D,Open,NRZ
156093,D,Open,NRZ
156103,D,Open,NRZ
156129,D,Open,NRZ
156132,D,Open,NRZ
156145,D,Open,NRZ
156158,D,Open,NRZ
156161,D,Open,NRZ
156174,D,Open,NRZ
156187,D,Open,NRZ
156190,D,Open,NRZ
156213,D,Open,NRZ
156226,D,Open,NRZ
156239,D,Open,NRZ
156242,D,Open,NRZ
156255,D,Open,NRZ
156271,D,Open,NRZ
156284,D,Open,NRZ
156297,D,Open,NRZ
156307,D,Open,NRZ
156310,D,Open,NRZ
156323,D,Open,NRZ
156336,D,Open,NRZ
156349,D,Open,NRZ
156352,D,Open,NRZ
156365,D,Open,NRZ
156378,D,Open,NRZ
156381,D,Open,NRZ
156394,D,Open,NRZ
156404,D,Open,NRZ
156417,D,Open,NRZ
156420,D,Open,NRZ
156446,D,Open,NRZ
156459,D,Open,NRZ
156462,D,Open,NRZ
156475,D,Open,NRZ
156488,D,Open,NRZ
156491,D,Open,NRZ
156501,D,Open,NRZ
156514,D,Open,NRZ
156530,D,Open,NRZ
156543,D,Open,NRZ
156556,D,Open,NRZ
156572,D,Open,NRZ
156598,D,Open,NRZ
156608,D,Open,NRZ
156611,D,Open,NRZ
156624,D,Open,NRZ
156637,D,Open,NRZ
156640,D,Open,NRZ
156653,D,Open,NRZ
156679,D,Open,NRZ
156682,D,Open,NRZ
156705,D,Open,NRZ
156718,D,Open,NRZ
156747,D,Open,NRZ
156776,D,Open,NRZ
156789,D,Open,NRZ
156792,D,Open,NRZ
156802,D,Open,NRZ
156815,D,Open,NRZ
156828,D,Open,NRZ
156831,D,Open,NRZ
156844,D,Open,NRZ
156857,D,Open,NRZ
156860,D,Open,NRZ
156873,D,Open,NRZ
156886,D,Open,NRZ
156899,D,Open,NRZ
156909,D,Open,NRZ
156912,D,Open,NRZ
156925,D,Open,NRZ
156938,D,Open,NRZ
156941,D,Open,NRZ
156954,D,Open,NRZ
156967,D,Open,NRZ
156983,D,Open,NRZ
156996,D,Open,NRZ
157005,D,Open,NRZ
157018,D,Open,NRZ
157047,D,Open,NRZ
157050,D,Open,NRZ
157063,D,Open,NRZ
157076,D,Open,NRZ
157092,D,Open,NRZ
157102,D,Open,NRZ
157115,D,Open,NRZ
157128,D,Open,NRZ
157131,D,Open,NRZ
157144,D,Open,NRZ
157157,D,Open,NRZ
157160,D,Open,NRZ
157186,D,Open,NRZ
157199,D,Open,NRZ
157225,D,Open,NRZ
157238,D,Open,NRZ
157241,D,Open,NRZ
157254,D,Open,NRZ
157267,D,Open,NRZ
157270,D,Open,NRZ
157283,D,Open,NRZ
157296,D,Open,NRZ
157306,D,Open,NRZ
157319,D,Open,NRZ
157322,D,Open,NRZ
157335,D,Open,NRZ
157348,D,Open,NRZ
157351,D,Open,NRZ
157364,D,Open,NRZ
157377,D,Open,NRZ
157380,D,Open,NRZ
157393,D,Open,NRZ
157403,D,Open,NRZ
157416,D,Open,NRZ
157429,D,Open,NRZ
157445,D,Open,NRZ
157461,D,Open,NRZ
157474,D,Open,NRZ
157487,D,Open,NRZ
157490,D,Open,NRZ
157500,D,Open,NRZ
157513,D,Open,NRZ
157526,D,Open,NRZ
157539,D,Open,NRZ
157542,D,Open,NRZ
157555,D,Open,NRZ
157568,D,Open,NRZ
157571,D,Open,NRZ
157584,D,Open,NRZ
157597,D,Open,NRZ
157607,D,Open,NRZ
157610,D,Open,NRZ
157623,D,Open,NRZ
157636,D,Open,NRZ
157649,D,Open,NRZ
157652,D,Open,NRZ
157665,D,Open,NRZ
157681,D,Open,NRZ
157694,D,Open,NRZ
157720,D,Open,NRZ
157733,D,Open,NRZ
157746,D,Open,NRZ
157759,D,Open,NRZ
157762,D,Open,NRZ
157775,D,Open,NRZ
157788,D,Open,NRZ
157791,D,Open,NRZ
157801,D,Open,NRZ
157814,D,Open,NRZ
157827,D,Open,NRZ
157830,D,Open,NRZ
157843,D,Open,NRZ
157856,D,Open,NRZ
157869,D,Open,NRZ
157872,D,Open,NRZ
157885,D,Open,NRZ
157898,D,Open,NRZ
157908,D,Open,NRZ
157911,D,Open,NRZ
157924,D,Open,NRZ
157937,D,Open,NRZ
157940,D,Open,NRZ
157953,D,Open,NRZ
157966,D,Open,NRZ
157979,D,Open,NRZ
157982,D,Open,NRZ
157995,D,Open,NRZ
158004,D,Open,NRZ
158017,D,Open,NRZ
158020,D,Open,NRZ
158033,D,Open,NRZ
158046,D,Open,NRZ
158059,D,Open,NRZ
158075,D,Open,NRZ
158088,D,Open,NRZ
158091,D,Open,NRZ
158101,D,Open,NRZ
158114,D,Open,NRZ
158127,D,Open,NRZ
158130,D,Open,NRZ
158156,D,Open,NRZ
158169,D,Open,NRZ
158172,D,Open,NRZ
158185,D,Open,NRZ
158208,D,Open,NRZ
158211,D,Open,NRZ
158224,D,Open,NRZ
158237,D,Open,NRZ
158240,D,Open,NRZ
158253,D,Open,NRZ
158266,D,Open,NRZ
158279,D,Open,NRZ
158282,D,Open,NRZ
158295,D,Open,NRZ
158305,D,Open,NRZ
158318,D,Open,NRZ
158321,D,Open,NRZ
158334,D,Open,NRZ
158347,D,Open,NRZ
158350,D,Open,NRZ
158363,D,Open,NRZ
158376,D,Open,NRZ
158389,D,Open,NRZ
158392,D,Open,NRZ
158415,D,Open,NRZ
158428,D,Open,NRZ
158431,D,Open,NRZ
158444,D,Open,NRZ
158457,D,Open,NRZ
158460,D,Open,NRZ
158473,D,Open,NRZ
158486,D,Open,NRZ
158499,D,Open,NRZ
158509,D,Open,NRZ
158512,D,Open,NRZ
158525,D,Open,NRZ
158538,D,Open,NRZ
158541,D,Open,NRZ
158554,D,Open,NRZ
158567,D,Open,NRZ
158570,D,Open,NRZ
158583,D,Open,NRZ
158596,D,Open,NRZ
158606,D,Open,NRZ
158619,D,Open,NRZ
158622,D,Open,NRZ
158635,D,Open,NRZ
158648,D,Open,NRZ
158651,D,Open,NRZ
158664,D,Open,NRZ
158677,D,Open,NRZ
158680,D,Open,NRZ
158693,D,Open,NRZ
158703,D,Open,NRZ
158716,D,Open,NRZ
158729,D,Open,NRZ
158745,D,Open,NRZ
158758,D,Open,NRZ
158761,D,Open,NRZ
158774,D,Open,NRZ
158787,D,Open,NRZ
158790,D,Open,NRZ
158800,D,Open,NRZ
158813,D,Open,NRZ
158826,D,Open,NRZ
158839,D,Open,NRZ
158842,D,Open,NRZ
158855,D,Open,NRZ
158868,D,Open,NRZ
158871,D,Open,NRZ
158884,D,Open,NRZ
158897,D,Open,NRZ
158907,D,Open,NRZ
158910,D,Open,NRZ
158923,D,Open,NRZ
158936,D,Open,NRZ
158949,D,Open,NRZ
158952,D,Open,NRZ
158965,D,Open,NRZ
158978,D,Open,NRZ
158981,D,Open,NRZ
158994,D,Open,NRZ
159003,D,Open,NRZ
159016,D,Open,NRZ
159029,D,Open,NRZ
159032,D,Open,NRZ
159045,D,Open,NRZ
159058,D,Open,NRZ
159061,D,Open,NRZ
159087,D,Open,NRZ
159090,D,Open,NRZ
159100,D,Open,NRZ
159113,D,Open,NRZ
159126,D,Open,NRZ
159139,D,Open,NRZ
159142,D,Open,NRZ
159155,D,Open,NRZ
159168,D,Open,NRZ
159171,D,Open,NRZ
159184,D,Open,NRZ
159197,D,Open,NRZ
159210,D,Open,NRZ
159223,D,Open,NRZ
159236,D,Open,NRZ
159249,D,Open,NRZ
159252,D,Open,NRZ
159278,D,Open,NRZ
159281,D,Open,NRZ
159294,D,Open,NRZ
159304,D,Open,NRZ
159317,D,Open,NRZ
159320,D,Open,NRZ
159333,D,Open,NRZ
159346,D,Open,NRZ
159359,D,Open,NRZ
159362,D,Open,NRZ
159388,D,Open,NRZ
159391,D,Open,NRZ
159414,D,Open,NRZ
159427,D,Open,NRZ
159430,D,Open,NRZ
159443,D,Open,NRZ
159456,D,Open,NRZ
159469,D,Open,NRZ
159472,D,Open,NRZ
159485,D,Open,NRZ
159498,D,Open,NRZ
159508,D,Open,NRZ
159511,D,Open,NRZ
159524,D,Open,NRZ
159537,D,Open,NRZ
159540,D,Open,NRZ
159553,D,Open,NRZ
159566,D,Open,NRZ
159579,D,Open,NRZ
159582,D,Open,NRZ
159595,D,Open,NRZ
159605,D,Open,NRZ
159618,D,Open,NRZ
159621,D,Open,NRZ
159634,D,Open,NRZ
159647,D,Open,NRZ
159650,D,Open,NRZ
159663,D,Open,NRZ
159676,D,Open,NRZ
159689,D,Open,NRZ
159692,D,Open,NRZ
159702,D,Open,NRZ
159715,D,Open,NRZ
159728,D,Open,NRZ
159731,D,Open,NRZ
159744,D,Open,NRZ
159757,D,Open,NRZ
159760,D,Open,NRZ
159773,D,Open,NRZ
159786,D,Open,NRZ
159799,D,Open,NRZ
159809,D,Open,NRZ
159812,D,Open,NRZ
159825,D,Open,NRZ
159838,D,Open,NRZ
159841,D,Open,NRZ
159854,D,Open,NRZ
159867,D,Open,NRZ
159870,D,Open,NRZ
159883,D,Open,NRZ
159896,D,Open,NRZ
159906,D,Open,NRZ
159919,D,Open,NRZ
159935,D,Open,NRZ
159948,D,Open,NRZ
159951,D,Open,NRZ
159964,D,Open,NRZ
159977,D,Open,NRZ
159980,D,Open,NRZ
159993,D,Open,NRZ
160005,D,Open,NRZ
160018,D,Open,NRZ
160021,D,Open,NRZ
160034,D,Open,NRZ
160047,D,Open,NRZ
160050,D,Open,NRZ
160063,D,Open,NRZ
160076,D,Open,NRZ
160089,D,Open,NRZ
160092,D,Open,NRZ
160102,D,Open,NRZ
160115,D,Open,NRZ
160128,D,Open,NRZ
160131,D,Open,NRZ
160144,D,Open,NRZ
160157,D,Open,NRZ
160160,D,Open,NRZ
160173,D,Open,NRZ
160186,D,Open,NRZ
160199,D,Open,NRZ
160209,D,Open,NRZ
160212,D,Open,NRZ
160225,D,Open,NRZ
160238,D,Open,NRZ
160241,D,Open,NRZ
160254,D,Open,NRZ
160267,D,Open,NRZ
160270,D,Open,NRZ
160283,D,Open,NRZ
160296,D,Open,NRZ
160306,D,Open,NRZ
160319,D,Open,NRZ
160322,D,Open,NRZ
160335,D,Open,NRZ
160348,D,Open,NRZ
160351,D,Open,NRZ
160377,D,Open,NRZ
160393,D,Open,NRZ
160403,D,Open,NRZ
160416,D,Open,NRZ
160429,D,Open,NRZ
160432,D,Open,NRZ
160458,D,Open,NRZ
160461,D,Open,NRZ
160474,D,Open,NRZ
160487,D,Open,NRZ
160490,D,Open,NRZ
160500,D,Open,NRZ
160513,D,Open,NRZ
160526,D,Open,NRZ
160539,D,Open,NRZ
160542,D,Open,NRZ
160555,D,Open,NRZ
160568,D,Open,NRZ
160571,D,Open,NRZ
160584,D,Open,NRZ
160597,D,Open,NRZ
160607,D,Open,NRZ
160610,D,Open,NRZ
160623,D,Open,NRZ
160636,D,Open,NRZ
160649,D,Open,NRZ
160652,D,Open,NRZ
160665,D,Open,NRZ
160678,D,Open,NRZ
160681,D,Open,NRZ
160694,D,Open,NRZ
160704,D,Open,NRZ
160717,D,Open,NRZ
160720,D,Open,NRZ
160733,D,Open,NRZ
160746,D,Open,NRZ
160759,D,Open,NRZ
160775,D,Open,NRZ
160788,D,Open,NRZ
160801,D,Open,NRZ
160814,D,Open,NRZ
160827,D,Open,NRZ
160830,D,Open,NRZ
160843,D,Open,NRZ
160856,D,Open,NRZ
160869,D,Open,NRZ
160872,D,Open,NRZ
160885,D,Open,NRZ
160898,D,Open,NRZ
160908,D,Open,NRZ
160911,D,Open,NRZ
160924,D,Open,NRZ
160937,D,Open,NRZ
160940,D,Open,NRZ
160953,D,Open,NRZ
160966,D,Open,NRZ
160979,D,Open,NRZ
160982,D,Open,NRZ
160995,D,Open,NRZ
161004,D,Open,NRZ
161017,D,Open,NRZ
161020,D,Open,NRZ
161033,D,Open,NRZ
161046,D,Open,NRZ
161062,D,Open,NRZ
161088,D,Open,NRZ
161091,D,Open,NRZ
161101,D,Open,NRZ
161114,D,Open,NRZ
161127,D,Open,NRZ
161130,D,Open,NRZ
161143,D,Open,NRZ
161156,D,Open,NRZ
161169,D,Open,NRZ
161172,D,Open,NRZ
161185,D,Open,NRZ
161198,D,Open,NRZ
161211,D,Open,NRZ
161224,D,Open,NRZ
161237,D,Open,NRZ
161240,D,Open,NRZ
161253,D,Open,NRZ
161266,D,Open,NRZ
161279,D,Open,NRZ
161282,D,Open,NRZ
161295,D,Open,NRZ
161305,D,Open,NRZ
161318,D,Open,NRZ
161321,D,Open,NRZ
161347,D,Open,NRZ
161350,D,Open,NRZ
161363,D,Open,NRZ
161376,D,Open,NRZ
161392,D,Open,NRZ
161402,D,Open,NRZ
161415,D,Open,NRZ
161428,D,Open,NRZ
161444,D,Open,NRZ
161457,D,Open,NRZ
161460,D,Open,NRZ
161473,D,Open,NRZ
161486,D,Open,NRZ
161509,D,Open,NRZ
161512,D,Open,NRZ
161525,D,Open,NRZ
161538,D,Open,NRZ
161541,D,Open,NRZ
161554,D,Open,NRZ
161567,D,Open,NRZ
161570,D,Open,NRZ
161583,D,Open,NRZ
161596,D,Open,NRZ
161606,D,Open,NRZ
161619,D,Open,NRZ
161622,D,Open,NRZ
161635,D,Open,NRZ
161648,D,Open,NRZ
161651,D,Open,NRZ
161664,D,Open,NRZ
161680,D,Open,NRZ
161693,D,Open,NRZ
161703,D,Open,NRZ
161716,D,Open,NRZ
161729,D,Open,NRZ
161745,D,Open,NRZ
161758,D,Open,NRZ
161761,D,Open,NRZ
161774,D,Open,NRZ
161787,D,Open,NRZ
161790,D,Open,NRZ
161800,D,Open,NRZ
161813,D,Open,NRZ
161826,D,Open,NRZ
161839,D,Open,NRZ
161842,D,Open,NRZ
161855,D,Open,NRZ
161868,D,Open,NRZ
161871,D,Open,NRZ
161884,D,Open,NRZ
161907,D,Open,NRZ
161910,D,Open,NRZ
161923,D,Open,NRZ
161936,D,Open,NRZ
161949,D,Open,NRZ
161952,D,Open,NRZ
161965,D,Open,NRZ
161978,D,Open,NRZ
161994,D,Open,NRZ
162003,D,Open,NRZ
162016,D,Open,NRZ
162029,D,Open,NRZ
162032,D,Open,NRZ
162045,D,Open,NRZ
162058,D,Open,NRZ
162061,D,Open,NRZ
162074,D,Open,NRZ
162087,D,Open,NRZ
162090,D,Open,NRZ
162100,D,Open,NRZ
162113,D,Open,NRZ
162126,D,Open,NRZ
162139,D,Open,NRZ
162142,D,Open,NRZ
162155,D,Open,NRZ
162168,D,Open,NRZ
162171,D,Open,NRZ
162184,D,Open,NRZ
162197,D,Open,NRZ
162207,D,Open,NRZ
162210,D,Open,NRZ
162223,D,Open,NRZ
162236,D,Open,NRZ
162249,D,Open,NRZ
162252,D,Open,NRZ
162265,D,Open,NRZ
162278,D,Open,NRZ
162281,D,Open,NRZ
162294,D,Open,NRZ
162304,D,Open,NRZ
162333,D,Open,NRZ
162346,D,Open,NRZ
162359,D,Open,NRZ
162362,D,Open,NRZ
162388,D,Open,NRZ
162391,D,Open,NRZ
162401,D,Open,NRZ
162414,D,Open,NRZ
162427,D,Open,NRZ
162430,D,Open,NRZ
162443,D,Open,NRZ
162456,D,Open,NRZ
162469,D,Open,NRZ
162472,D,Open,NRZ
162485,D,Open,NRZ
162508,D,Open,NRZ
162511,D,Open,NRZ
162524,D,Open,NRZ
162540,D,Open,NRZ
162553,D,Open,NRZ
162566,D,Open,NRZ
162579,D,Open,NRZ
162582,D,Open,NRZ
162605,D,Open,NRZ
162621,D,Open,NRZ
162634,D,Open,NRZ
162647,D,Open,NRZ
162650,D,Open,NRZ
162663,D,Open,NRZ
162676,D,Open,NRZ
162689,D,Open,NRZ
162692,D,Open,NRZ
162702,D,Open,NRZ
162715,D,Open,NRZ
162728,D,Open,NRZ
162731,D,Open,NRZ
162744,D,Open,NRZ
162757,D,Open,NRZ
162760,D,Open,NRZ
162773,D,Open,NRZ
162786,D,Open,NRZ
162809,D,Open,NRZ
162812,D,Open,NRZ
162825,D,Open,NRZ
162841,D,Open,NRZ
162854,D,Open,NRZ
162867,D,Open,NRZ
162870,D,Open,NRZ
162883,D,Open,NRZ
162896,D,Open,NRZ
162906,D,Open,NRZ
162919,D,Open,NRZ
162935,D,Open,NRZ
162948,D,Open,NRZ
162951,D,Open,NRZ
162964,D,Open,NRZ
162977,D,Open,NRZ
162980,D,Open,NRZ
162993,D,Open,NRZ
163002,D,Open,NRZ
163015,D,Open,NRZ
163028,D,Open,NRZ
163031,D,Open,NRZ
163044,D,Open,NRZ
163057,D,Open,NRZ
163060,D,Open,NRZ
163073,D,Open,NRZ
163109,D,Open,NRZ
163112,D,Open,NRZ
163125,D,Open,NRZ
163138,D,Open,NRZ
163141,D,Open,NRZ
163154,D,Open,NRZ
